
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
15,Vince Carter,SG,6-6,220,January 26 1977,7,University of North Carolina
35,Jason Collins,C,7-0,255,December 2 1978,4,Stanford University
44,Marc Jackson,C,6-10,270,January 16 1975,5,Temple University
24,Richard Jefferson,SF,6-7,233,June 21 1980,4,University of Arizona
43,Linton Johnson,SF,6-8,205,June 13 1980,2,Tulane University
5,Jason Kidd,PG,6-4,205,March 23 1973,11,University of California
12,Nenad Krstic,PF,7-0,240,July 25 1983,1,
0,Jeff McInnis,SG,6-4,190,October 22 1974,8,University of North Carolina
31,Lamond Murray,SF,6-7,236,April 20 1973,10,University of California
7,Bostjan Nachbar,SF,6-9,221,July 3 1980,3,
34,Scott Padgett,PF,6-9,240,April 19 1976,6,University of Kentucky
10,Zoran Planinic,PG,6-7,195,September 12 1982,2,
30,Clifford Robinson,PF,6-10,225,December 16 1966,16,University of Connecticut
41,John Thomas,C,6-9,265,September 8 1975,4,University of Minnesota
11,Jacque Vaughn,SG,6-1,190,February 11 1975,8,University of Kansas
21,Antoine Wright,SG,6-7,210,February 6 1984,R,Texas A&amp;M University
2,Derrick Zimmerman,PG,6-3,195,December 2 1981,R,Mississippi State University
