
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
11,J.J. Barea,PG,6-0,185,June 26 1984,3,Northeastern University
3,Rodrigue Beaubois,PG,6-0,170,February 24 1988,R,
4,Caron Butler,SG,6-7,228,March 13 1980,7,University of Connecticut
13,Matt Carroll,SG,6-6,212,August 28 1980,6,University of Notre Dame
25,Erick Dampier,C,6-11,265,July 14 1975,13,Mississippi State University
90,Drew Gooden,C,6-10,250,September 24 1981,7,University of Kansas
33,Brendan Haywood,C,7-0,268,November 27 1979,8,University of North Carolina
5,Josh Howard,SF,6-7,210,April 28 1980,6,Wake Forest University
43,Kris Humphries,PF,6-9,235,February 6 1985,5,University of Minnesota
2,Jason Kidd,PG,6-4,205,March 23 1973,15,University of California
0,Shawn Marion,SF,6-7,220,May 7 1978,10,University of Nevada Las Vegas
14,Eduardo Najera,PF,6-8,240,July 11 1976,9,University of Oklahoma
41,Dirk Nowitzki,PF,7-0,245,June 19 1978,11,
6,Quinton Ross,SF,6-6,195,April 30 1981,5,Southern Methodist University
33,James Singleton,SF,6-8,216,July 20 1981,3,Murray State University
92,DeShawn Stevenson,SG,6-5,210,April 3 1981,9,
31,Jason Terry,SG,6-2,185,September 15 1977,10,University of Arizona
7,Tim Thomas,SF,6-10,230,February 26 1977,12,Villanova University
