
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
42,Tony Allen,PG,6-4,213,January 11 1982,1,Oklahoma State University
11,Marcus Banks,PG,6-2,200,November 19 1981,2,University of Nevada Las Vegas
30,Mark Blount,C,7-0,230,November 30 1975,5,University of Pittsburgh
12,Ricky Davis,SG,6-6,195,September 23 1979,7,University of Iowa
20,Dan Dickau,PG,6-0,190,September 16 1978,3,Gonzaga University
4,Ryan Gomes,PF,6-7,250,September 1 1982,R,Providence College
5,Gerald Green,SG,6-7,205,January 26 1986,R,
0,Orien Greene,PG,6-4,208,February 4 1982,R,University of Louisiana at Lafayette
7,Al Jefferson,PF,6-10,289,January 4 1985,1,
27,Dwayne Jones,PF,6-11,250,June 9 1983,R,Saint Joseph's University
45,Raef LaFrentz,PF,6-11,240,May 29 1976,7,University of Kansas
41,Michael Olowokandi,C,7-0,269,April 3 1975,7,University of the Pacific
43,Kendrick Perkins,C,6-10,270,November 10 1984,2,
34,Paul Pierce,SF,6-7,235,October 13 1977,7,University of Kansas
9,Justin Reed,SF,6-8,240,January 16 1982,1,University of Mississippi
44,Brian Scalabrine,PF,6-9,241,March 18 1978,4,University of Southern California
55,Wally Szczerbiak,SF,6-7,244,March 5 1977,6,Miami University
13,Delonte West,PG,6-4,180,July 26 1983,1,Saint Joseph's University
