
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
12,Rafer Alston,PG,6-2,171,July 24 1976,6,California State University Fresno
8,Derek Anderson,SG,6-5,194,July 18 1974,8,University of Kentucky
20,Jon Barry,SG,6-4,195,July 25 1969,13,Georgia Institute of Technology
35,Lonny Baxter,C,6-8,260,January 27 1979,3,University of Maryland
10,Keith Bogans,SF,6-5,215,May 12 1980,2,University of Kentucky
40,Ryan Bowen,SF,6-7,215,November 20 1975,6,University of Iowa
9,Rick Brunson,PG,6-4,190,June 14 1972,8,Temple University
18,Josh Davis,PF,6-8,235,August 10 1980,2,University of Wyoming
14,Richie Frahm,SG,6-5,210,August 14 1977,2,Gonzaga University
9,Stephen Graham,SG,6-6,215,June 11 1982,R,Oklahoma State University
44,Chuck Hayes,PF,6-6,240,June 11 1983,R,University of Kentucky
2,Luther Head,SG,6-3,185,November 26 1982,R,University of Illinois at Urbana-Champaign
5,Juwan Howard,PF,6-9,240,February 7 1973,11,University of Michigan
15,Maciej Lampe,C,6-11,275,February 5 1985,2,
15,John Lucas III,PG,5-11,165,November 21 1982,R,Oklahoma State University
1,Tracy McGrady,SF,6-8,210,May 24 1979,8,
11,Yao Ming,C,7-6,310,September 12 1980,3,
55,Dikembe Mutombo,C,7-2,245,June 25 1966,14,Georgetown University
25,Moochie Norris,PG,6-1,175,July 27 1973,8,University of West Florida
4,Stromile Swift,C,6-9,225,November 21 1979,5,Louisiana State University
7,David Wesley,SG,6-0,190,November 14 1970,12,Baylor University
