
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Danny Granger,23,82,57,2785,398,868,.459,110,288,.382,288,580,.497,.522,236,294,.803,114,267,381,114,67,61,135,245,1142
2,Jermaine O'Neal,28,69,69,2459,498,1141,.436,0,7,.000,498,1134,.439,.436,343,447,.767,153,508,661,167,50,182,203,232,1339
3,Jamaal Tinsley,28,72,72,2243,346,889,.389,61,193,.316,285,696,.409,.424,172,239,.720,60,180,240,494,117,25,200,190,925
4,Jeff Foster,30,75,43,1740,122,260,.469,0,1,.000,122,259,.471,.469,78,122,.639,253,356,609,57,62,37,70,202,322
5,Mike Dunleavy,26,43,43,1529,218,480,.454,34,120,.283,184,360,.511,.490,133,168,.792,44,200,244,111,46,10,78,120,603
6,Darrell Armstrong,38,81,4,1275,156,377,.414,72,214,.336,84,163,.515,.509,73,93,.785,34,101,135,191,70,6,76,102,457
7,Al Harrington,26,36,36,1208,223,487,.458,54,118,.458,169,369,.458,.513,72,101,.713,71,155,226,51,25,10,91,116,572
8,Stephen Jackson,28,37,32,1186,180,430,.419,41,138,.297,139,292,.476,.466,120,146,.822,17,78,95,114,33,20,81,87,521
9,Troy Murphy,26,42,31,1185,185,401,.461,36,88,.409,149,313,.476,.506,61,79,.772,63,194,257,66,25,25,49,133,467
10,Marquis Daniels,26,45,4,800,129,281,.459,6,26,.231,123,255,.482,.470,56,80,.700,26,56,82,57,27,7,55,56,320
11,Sarunas Jasikevicius,30,37,1,664,91,221,.412,32,86,.372,59,135,.437,.484,59,64,.922,10,38,48,111,13,0,59,53,273
12,Shawne Williams,20,46,3,556,75,160,.469,19,52,.365,56,108,.519,.528,11,20,.550,33,50,83,22,6,8,24,69,180
13,Ike Diogu,23,42,2,538,83,183,.454,0,0,,83,183,.454,.454,77,96,.802,54,86,140,20,5,15,49,87,243
14,Maceo Baston,31,47,2,405,49,76,.645,3,7,.429,46,69,.667,.664,37,47,.787,21,53,74,16,12,18,32,65,138
15,Rawle Marshall,24,40,2,361,32,89,.360,4,18,.222,28,71,.394,.382,31,45,.689,8,21,29,13,12,5,19,22,99
16,Keith McLeod,27,22,7,339,32,83,.386,7,22,.318,25,61,.410,.428,22,25,.880,1,21,22,45,7,2,23,30,93
17,Orien Greene,24,41,0,254,23,62,.371,2,11,.182,21,51,.412,.387,15,25,.600,12,32,44,22,17,4,28,38,63
18,David Harrison,24,24,2,190,30,58,.517,0,0,,30,58,.517,.517,11,22,.500,9,33,42,6,5,12,26,47,71
19,Josh Powell,24,7,0,64,2,15,.133,0,0,,2,15,.133,.133,8,12,.667,7,12,19,3,0,0,5,18,12
,Team Totals,,82,,19780,2872,6561,.438,481,1389,.346,2391,5172,.462,.474,1615,2125,.760,990,2441,3431,1680,599,447,1335,1912,7840
